Age,Gender,Income,Employment Type,Experience,Loan Amount,Loan Duration,Credit History,Payment History,Existing Loans,Debt,Savings,EMI,Credit Card Utilization,Loan Purpose,Marital Status,Education,Default History,Interest Rate,Monthly Balance,Credit Mix,Payment Behaviour,Outstanding Debt,Monthly Salary,Occupation,Target
28,Male,30261.67,Lawyer,2,167635.79,12,18,Poor,3,595.94,14855.9,13969.65,39.76,Car,Married,Master,0,26,296.01,_,Low_spent_Large_value_payments,1732.19,0,Mechanic,Creditworthy
30,Female,72116.25,Mechanic,9,100818.97,60,11,Average,2,243.75,12557.86,2100.4,38.99,Business,Married,High School,0,2,922.06,Good,High_spent_Medium_value_payments,1487.9,7914.57,Media_Manager,Creditworthy
47,Male,56366.83,Scientist,22,128686.97,12,8,Average,4,1425.02,21882.21,2144.78,38.48,Home,Married,High School,0,20,228.17,Standard,Low_spent_Medium_value_payments,2374.04,1843.08,Writer,Creditworthy
22,Female,124033.96,Teacher,0,105845.25,48,10,Good,4,574.88,41809.54,8820.44,29.16,Education,Single,Master,0,26,282.82,Standard,High_spent_Small_value_payments,1941.95,692.81,Accountant,Creditworthy
46,Male,64118.72,Architect,24,168699.37,12,7,Excellent,6,151240.54,3756.22,14058.28,29.23,Home,Single,Master,1,8,299.75,Good,Low_spent_Medium_value_payments,1048.26,1356.53,Mechanic,Not Creditworthy
32,Female,20059.78,Architect,10,125013.8,60,14,Good,4,841.07,14927.85,3472.61,35.05,Medical,Married,High School,1,7,376.62,_,Low_spent_Medium_value_payments,818.22,2942.15,Scientist,Not Creditworthy
18,Male,32128.24,Scientist,0,153050.16,36,16,Poor,7,465.04,17347.63,3188.54,36.62,Medical,Single,Diploma,1,6,347.8,Good,Low_spent_Small_value_payments,1323.96,2877.81,Scientist,Not Creditworthy
28,Female,28128.16,Doctor,5,71574.3,48,8,Average,2,2518.51,15762.31,1491.13,39.72,Personal,Married,Diploma,1,21,303.02,Bad,High_spent_Large_value_payments,4298.96,6609.58,_______,Not Creditworthy
56,Male,24018.71,Journalist,33,124775.48,12,8,Poor,3,1440.63,11736.15,5198.98,26.42,Medical,Single,Master,1,22,182.68,_,High_spent_Small_value_payments,4432.46,2588.16,Manager,Not Creditworthy
45,Female,131890.95,Engineer,24,75932.36,60,16,Average,4,244.18,88098.84,1265.54,42.16,Personal,Married,High School,1,17,571.24,Standard,Low_spent_Medium_value_payments,1287.76,8532.04,Doctor,Not Creditworthy
44,Male,36980.1,Media_Manager,20,115564.21,24,21,Average,6,2403.26,10334.73,2407.59,39.8,Business,Single,Bachelor,1,11,442.06,Good,High_spent_Medium_value_payments,992.83,3884.75,Teacher,Not Creditworthy
19,Female,500000,Architect,0,50000,36,10,Good,2,45.37,392482.62,1041.67,37.83,Business,Married,High School,1,5,394.75,Standard,High_spent_Small_value_payments,1003.89,0,Scientist,Not Creditworthy
18,Male,15544.47,Engineer,0,78024.19,12,23,Good,5,2909.71,9689.14,3251.01,37.21,Medical,Married,Bachelor,1,9,809.73,Good,High_spent_Large_value_payments,625.32,6867.95,Entrepreneur,Not Creditworthy
49,Male,44747.54,Entrepreneur,23,50000,24,7,Good,2,833.1,31418.93,4166.67,32.94,Medical,Married,Bachelor,0,25,297.45,Bad,!@9#%8,3969.14,0,Engineer,Creditworthy
45,Male,12613.56,Teacher,21,133336.44,12,8,Excellent,0,328.41,5258.91,11111.37,26.89,Medical,Married,Bachelor,0,21,429.61,_,High_spent_Medium_value_payments,1740.38,4656.62,Musician,Creditworthy
41,Female,32579.13,Journalist,15,89370.43,84,19,Good,8,1853.17,24793.56,3723.77,25.53,Education,Married,Diploma,1,21,201.68,_,Low_spent_Large_value_payments,1587.98,5993.87,Journalist,Not Creditworthy
18,Male,17655.43,Engineer,0,123160.05,84,13,Excellent,6,2725.14,9873.83,5131.67,39.47,Personal,Married,High School,1,11,417.38,Good,!@9#%8,468.18,3310.07,Doctor,Not Creditworthy
35,Female,98887.41,Teacher,13,126978.82,48,13,Good,1,1496.8,16232.85,2116.31,27.71,Education,Single,Bachelor,0,18,756.79,Standard,High_spent_Large_value_payments,831.18,7433.34,Mechanic,Creditworthy
18,Male,85915.32,Media_Manager,0,170657.18,48,19,Good,4,429.12,56045.4,2844.29,34.73,Education,Divorced,Diploma,1,6,549.39,Standard,Low_spent_Medium_value_payments,1078.02,4900.55,Manager,Not Creditworthy
51,Male,141753.72,Mechanic,30,110819.14,84,23,Good,4,477.41,101615.8,2308.73,28.5,Car,Married,Bachelor,0,13,317.18,Standard,Low_spent_Small_value_payments,1901.28,1315.97,Lawyer,Creditworthy
21,Male,16603.43,Teacher,0,110978.06,84,27,Good,3,2056.83,11614.31,1849.63,26.85,Education,Married,High School,1,17,226.87,_,Low_spent_Large_value_payments,3531.62,1564.18,Scientist,Not Creditworthy
27,Male,39005.96,Teacher,6,61267.59,36,16,Good,6,2845.49,13880.97,1021.13,39.64,Personal,Divorced,Bachelor,1,19,775.54,Standard,High_spent_Large_value_payments,491.07,0,Teacher,Not Creditworthy
53,Female,66732.58,Musician,32,218953.76,48,9,Average,0,244.07,42173.48,4561.54,30.15,Business,Single,High School,0,2,693.85,_,High_spent_Medium_value_payments,733.56,7056.86,Developer,Creditworthy
26,Female,36901.31,Writer,2,106947.51,12,15,Poor,1,100.36,22968.52,1782.46,36.54,Home,Married,High School,1,4892,359.23,Standard,High_spent_Medium_value_payments,465.04,2693.35,Scientist,Not Creditworthy
23,Male,36822.29,Entrepreneur,0,172710.49,12,11,Good,1,125.25,3213.67,2878.51,29.25,Education,Married,High School,1,9,388.15,_,!@9#%8,1487.56,2437.43,Accountant,Not Creditworthy
55,Male,20186.02,Scientist,31,223591.17,84,8,Average,2,413.32,1078.89,3726.52,39.06,Education,Divorced,Bachelor,0,29,196.22,Bad,High_spent_Small_value_payments,1747.01,2956.94,Engineer,Creditworthy
50,Male,24667.16,Doctor,27,130770.62,24,24,Good,3,722.02,9517.4,2724.39,38.26,Car,Single,High School,1,22,316.01,_,High_spent_Large_value_payments,1251.25,0,Teacher,Not Creditworthy
39,Male,13050.62,Unemployed,15,50000,60,15,Good,2,1005.81,9908.68,4166.67,23.86,Car,Married,Master,0,32,500.47,Standard,High_spent_Large_value_payments,0,5235,Lawyer,Creditworthy
26,Male,146598.88,Musician,4,128782.82,84,11,Excellent,2,1294.06,62809.47,5365.95,38.35,Home,Married,Master,1,16,320.92,Standard,Low_spent_Large_value_payments,722.02,2284.6,Doctor,Not Creditworthy
21,Female,136680.12,Unemployed,0,50000,12,10,Good,1,1269.93,20854.21,2083.33,30.77,Business,Single,Diploma,1,76,642.78,Good,Low_spent_Small_value_payments,587.63,0,Teacher,Not Creditworthy
43,Male,32178.74,Unemployed,19,198057.96,24,22,Good,6,2165.47,14658.49,16504.83,27.22,Personal,Single,Bachelor,0,6,653.14,Standard,Low_spent_Medium_value_payments,1161.1,5844.38,Journalist,Creditworthy
44,Male,72322.52,Engineer,18,131637.64,60,26,Good,7,1872.04,8709.36,5484.9,31.99,Home,Single,Diploma,1,32,294.95,Standard,!@9#%8,1693.95,1423.17,Musician,Not Creditworthy
18,Female,85915.32,Media_Manager,0,50000,84,9,Good,4,429.12,27965.16,833.33,26.46,Business,Single,Bachelor,1,18,273.46,Standard,High_spent_Small_value_payments,1332.45,601.44,Architect,Not Creditworthy
18,Male,41543.64,Doctor,0,89629.34,12,14,Good,3,2638.03,23065.52,3734.56,33.45,Business,Single,Master,1,2,332.02,Good,Low_spent_Small_value_payments,429.71,1534.7,Accountant,Not Creditworthy
33,Female,82623,Doctor,7,124727.67,48,21,Good,6,4786.08,25596.07,2078.79,31.33,Education,Married,Diploma,1,1,112.8,Good,Low_spent_Medium_value_payments,223.31,8717.73,Engineer,Not Creditworthy
18,Female,39887.22,Developer,0,168609.93,60,26,Excellent,5,3119.6,21582.6,4683.61,24.15,Business,Single,Bachelor,1,28,403.69,Bad,High_spent_Large_value_payments,3881.25,6254.01,Media_Manager,Not Creditworthy
36,Male,15091.03,Musician,13,146114.25,48,13,Good,8,3247.42,4486.09,3044.05,24.98,Medical,Single,Diploma,1,20,484.96,Bad,Low_spent_Medium_value_payments,1312.04,3469.8,Entrepreneur,Not Creditworthy
65,Male,72559.36,Engineer,40,103686.27,12,18,Poor,0,1173.7,33718.82,1728.1,38.08,Education,Single,Bachelor,0,4,687.86,Good,Low_spent_Medium_value_payments,798.78,14153.6,Architect,Creditworthy
34,Male,34266.08,Unemployed,8,50000,36,27,Good,1,1843.93,14885.33,833.33,25.12,Medical,Single,Bachelor,1,5,469.52,Standard,High_spent_Medium_value_payments,1037.45,5197.51,Scientist,Not Creditworthy
40,Male,19065.32,Scientist,17,127124.71,24,17,Average,5,2008.06,2076.83,2648.43,29.54,Personal,Married,Diploma,1,32,314.58,_,!@9#%8,2024.84,6453.93,Writer,Not Creditworthy
25,Female,10000,Teacher,0,66256.91,12,26,Average,6,1514.74,4174.02,1840.47,27.02,Home,Single,Bachelor,1,30,332.57,_,High_spent_Medium_value_payments,4569.66,4758.99,Entrepreneur,Not Creditworthy
38,Male,10030.52,Writer,17,96861.34,48,28,Good,1,4812.08,3011.61,2690.59,36.34,Car,Single,High School,1,3,458.28,Good,High_spent_Medium_value_payments,1150.28,3946.16,Scientist,Not Creditworthy
39,Male,31732.61,Architect,14,50000,36,11,Good,4,1404.06,4115.76,4166.67,24.72,Car,Single,Bachelor,1,5,419.7,Standard,High_spent_Small_value_payments,1202.05,2554.83,Mechanic,Not Creditworthy
19,Male,56803.71,Lawyer,0,101755.21,84,23,Good,6,2593.44,28368.1,4239.8,38.79,Business,Single,Diploma,1,25,389.27,Standard,High_spent_Large_value_payments,1340.92,4544.16,Musician,Not Creditworthy
31,Male,78290.36,Manager,8,50000,84,21,Good,0,952.61,40166.2,1041.67,29.9,Personal,Married,High School,0,5,217.8,Standard,Low_spent_Medium_value_payments,233.79,5800.28,Developer,Creditworthy
31,Female,166907.72,Accountant,5,62087.64,24,14,Average,4,929.9,119967.47,5173.97,34.01,Education,Single,Bachelor,0,11,184.56,Standard,Low_spent_Medium_value_payments,705.44,0,Writer,Creditworthy
45,Other,76208.52,Unemployed,23,58090.47,24,7,Good,1,1068.66,8260.14,968.17,26.99,Car,Single,Bachelor,1,18,370.62,_,!@9#%8,1197.02,3877.73,Writer,Not Creditworthy
39,Female,30536.62,Manager,14,161808.73,84,20,Excellent,2,687.87,21593.87,6742.03,35.25,Medical,Single,Diploma,1,1,446.02,Good,High_spent_Small_value_payments,253.96,3501.04,Engineer,Not Creditworthy
26,Male,62846.31,Manager,5,194846.01,60,18,Good,7,4073.62,17383.96,5412.39,39.63,Business,Married,Bachelor,1,17,723.14,Standard,Low_spent_Medium_value_payments,605.24,8413.03,Writer,Not Creditworthy
37,Male,18244.44,Media_Manager,16,105565.41,60,17,Average,7,1580.95,7988.84,1759.42,32.26,Business,Married,Bachelor,1,1,913.03,Good,High_spent_Medium_value_payments,76.23,8873.43,Entrepreneur,Not Creditworthy
28,Male,108200.06,Scientist,4,149893.19,60,25,Poor,4,428.42,52237.68,2498.22,30.55,Home,Single,Bachelor,0,5,275.84,Standard,Low_spent_Small_value_payments,1938.11,0,Accountant,Creditworthy
37,Male,30502.54,Entrepreneur,12,98935.52,12,11,Excellent,7,1672.68,2012.77,1648.93,37.51,Business,Married,Bachelor,1,32,169.21,Bad,Low_spent_Small_value_payments,3450.16,4353.9,Accountant,Not Creditworthy
22,Male,16852.63,Engineer,1,113709.36,24,7,Good,0,775.22,5738.04,3158.59,34.06,Medical,Single,High School,1,5,290.29,_,High_spent_Medium_value_payments,1066.91,7198.03,Media_Manager,Not Creditworthy
41,Male,10183.02,Media_Manager,18,165863.72,12,21,Excellent,5,1672.43,7185.23,2764.4,27.61,Education,Single,PhD,0,16,457.8,Standard,Low_spent_Large_value_payments,1197.91,6412.76,Manager,Creditworthy
18,Male,71368.6,Journalist,0,211141.35,84,17,Good,0,1161.1,17589.82,17595.11,33.37,Personal,Married,Bachelor,1,1,568.55,Good,Low_spent_Medium_value_payments,212.49,7434.72,Media_Manager,Not Creditworthy
33,Male,44360.46,Scientist,8,50000,84,15,Average,0,565.04,4518.03,833.33,32.42,Education,Single,Bachelor,1,17,225.6,Bad,High_spent_Small_value_payments,4439.92,6168.15,Journalist,Not Creditworthy
34,Male,83703.52,Mechanic,9,129440.06,84,25,Good,8,4525.08,12474.91,10786.67,32.73,Personal,Divorced,Master,1,17,213.57,Bad,High_spent_Small_value_payments,3581.79,2968.08,_______,Not Creditworthy
24,Male,142152.48,Teacher,2,50000,36,10,Good,0,185.7,23024.82,4166.67,37.42,Personal,Single,Bachelor,1,21,253.72,Standard,Low_spent_Large_value_payments,1409.58,0,_______,Not Creditworthy
33,Male,43655.04,Unemployed,11,155666.73,24,19,Good,4,97.41,20587.26,4324.08,30.32,Education,Married,Bachelor,0,19,330.19,Standard,High_spent_Small_value_payments,864.7,1770.04,_______,Creditworthy
54,Male,55138.82,Lawyer,29,163273.76,60,8,Good,0,1269.4,30415.89,4535.38,27.99,Education,Single,Bachelor,0,16,297.36,Standard,Low_spent_Medium_value_payments,69.51,1495.04,Journalist,Creditworthy
44,Male,11956.28,Scientist,22,64927.48,12,19,Average,4,809.11,3516.46,2705.31,33.13,Personal,Single,PhD,1,18,521.13,Standard,High_spent_Large_value_payments,1233.1,3622.19,Accountant,Not Creditworthy
42,Female,20574.47,Architect,18,50000,48,17,Good,4,749.95,15104.01,1041.67,25.82,Business,Single,Master,0,31,285.09,Bad,Low_spent_Medium_value_payments,2195.01,1281.49,Journalist,Creditworthy
41,Female,77257.64,Unemployed,17,129078.57,60,5,Good,2,199.5,33401.22,2689.14,40.56,Car,Married,Master,0,5,566.69,Good,Low_spent_Medium_value_payments,1294.06,12357.57,_______,Creditworthy
22,Male,148699.32,Lawyer,0,188762.73,36,9,Good,3,949.38,51932.97,5243.41,31.4,Car,Married,PhD,0,6,373.45,Good,High_spent_Medium_value_payments,590.85,1700.05,Entrepreneur,Creditworthy
18,Female,14501.97,Journalist,0,157122.55,24,15,Average,0,4676.1,9055.59,2618.71,22.7,Education,Divorced,Bachelor,1,3,268.63,Good,Low_spent_Medium_value_payments,1336.73,1837.08,Developer,Not Creditworthy
35,Female,10000,Accountant,11,138387.35,12,7,Good,3,289.1,3339.27,2306.46,24.76,Education,Single,Master,1,15,288.54,Bad,High_spent_Medium_value_payments,3793.7,4453.13,Entrepreneur,Not Creditworthy
65,Male,35469.07,Mechanic,40,50000,48,23,Excellent,0,545.48,13452.73,2083.33,24.75,Car,Single,Master,1,19,278.7,Bad,Low_spent_Small_value_payments,3918.55,393.7,Developer,Not Creditworthy
30,Male,10000,Architect,8,161450.7,36,15,Average,6,2114.92,2396.49,4484.74,25.79,Education,Single,Master,1,32,287.75,Bad,Low_spent_Small_value_payments,1636.23,0,Developer,Not Creditworthy
31,Male,14884.46,Manager,6,54845.06,48,19,Average,4,1122.86,7803.84,1142.61,35.55,Medical,Married,Master,0,18,283.75,Bad,High_spent_Large_value_payments,1990.69,804.63,Manager,Creditworthy
28,Female,52949.07,Musician,6,58840.66,48,6,Poor,2,1590.87,34076.62,2451.69,39.97,Medical,Single,Master,1,20,686.35,Standard,High_spent_Large_value_payments,362.71,5149.66,Writer,Not Creditworthy
33,Female,77335.86,Engineer,10,79704.55,12,8,Excellent,4,284.69,6130.12,1660.51,38.99,Home,Married,Diploma,1,15,254.05,Bad,Low_spent_Medium_value_payments,3793.7,4453.13,Entrepreneur,Not Creditworthy
43,Male,35007.19,Mechanic,22,77235.7,36,20,Poor,2,49.6,15945.51,1287.26,27.26,Business,Married,Bachelor,0,1,885.78,Good,High_spent_Large_value_payments,738.81,8513.1,Accountant,Creditworthy
21,Female,500000,Media_Manager,0,102652.31,12,16,Good,0,4474.29,258421.51,4277.18,34.8,Business,Married,Bachelor,1,8,618.48,_,High_spent_Small_value_payments,31.89,8223.64,Writer,Not Creditworthy
33,Female,500000,Architect,10,97692.85,84,19,Good,4,527.16,80572.01,8141.07,39.29,Medical,Single,High School,1,9,1090.76,Good,High_spent_Medium_value_payments,827.59,10321.51,Manager,Not Creditworthy
42,Other,83845.7,Mechanic,21,130513.5,60,19,Excellent,2,49.6,67043.7,5438.06,34.26,Medical,Single,Bachelor,1,7,1065.91,Good,High_spent_Medium_value_payments,432.37,10084.38,Accountant,Not Creditworthy
24,Female,25138.62,Scientist,2,139734.69,84,20,Average,3,329.82,17945.87,11644.56,29.53,Business,Married,High School,0,8,348.64,Standard,!@9#%8,164.66,2548.81,Entrepreneur,Creditworthy
65,Male,48144.78,Writer,41,109039.09,60,20,Good,6,3150.66,22574.8,2271.65,37.39,Education,Single,High School,1,27,262.44,Bad,Low_spent_Large_value_payments,2198.82,898.25,Lawyer,Not Creditworthy
26,Female,50154.34,Manager,5,50000,84,14,Average,3,267.49,14239.13,1388.89,34.57,Car,Married,Bachelor,1,19,1135.91,Standard,High_spent_Medium_value_payments,185.7,11894.04,Teacher,Not Creditworthy
39,Female,19910.51,Engineer,18,55599.9,24,24,Poor,5,3957.01,12970.21,2316.66,36.32,Car,Single,Diploma,1,16,261.38,Standard,Low_spent_Small_value_payments,117.57,930.65,Journalist,Not Creditworthy
22,Male,15680,Musician,0,169009.22,36,12,Poor,4,1823.34,9841.94,14084.1,33.88,Medical,Married,Master,1,18,292.2,Standard,High_spent_Small_value_payments,516.76,0,Scientist,Not Creditworthy
39,Male,122978.43,Developer,18,111887.45,60,18,Good,3,1197.33,14518.34,9323.95,36.89,Medical,Married,Master,1,15,347.31,Standard,Low_spent_Medium_value_payments,1054.86,1426.51,Manager,Not Creditworthy
38,Male,69197.78,Teacher,13,50000,12,18,Average,7,282.06,55261.51,1388.89,25.33,Business,Married,High School,1,27,245.17,Bad,Low_spent_Small_value_payments,3025.1,3857.39,Mechanic,Not Creditworthy
21,Female,49178.48,Writer,0,87855.18,36,11,Average,4,1484.58,3124.63,7321.26,32.98,Education,Married,Diploma,1,3,469.7,Good,High_spent_Large_value_payments,726.6,4973.58,Accountant,Not Creditworthy
28,Male,20308.26,Teacher,6,62548.74,48,7,Average,6,1967.12,12957.89,5212.39,36.24,Business,Single,Bachelor,1,3,746.82,_,Low_spent_Medium_value_payments,816.21,0,Manager,Not Creditworthy
34,Female,17791.55,Journalist,11,50000,12,19,Excellent,8,1682.62,11758.01,1388.89,33.14,Medical,Married,Bachelor,1,17,382.63,Standard,High_spent_Small_value_payments,1134.41,3713.06,Media_Manager,Not Creditworthy
27,Male,37983.12,Mechanic,3,50000,24,16,Good,2,1629.11,16757.76,4166.67,26.6,Personal,Single,Bachelor,1,12,646.68,Standard,Low_spent_Small_value_payments,107.41,8079.28,Musician,Not Creditworthy
48,Male,35208.9,Unemployed,27,120262.75,24,23,Good,1,1295.67,18131.76,2004.38,41.46,Medical,Single,Bachelor,0,5,376.3,Standard,High_spent_Medium_value_payments,0,2554.83,Mechanic,Creditworthy
51,Female,138142.16,Musician,27,342614.41,12,17,Good,4,164120.46,28785.43,14275.6,24.23,Education,Married,Bachelor,0,18,251.67,Bad,Low_spent_Small_value_payments,2673.3,1570.88,Doctor,Creditworthy
18,Male,30118.94,Engineer,0,50000,24,23,Average,3,1693.64,7354.46,4166.67,36.48,Personal,Single,Master,1,22,202.15,Bad,Low_spent_Small_value_payments,2037.64,1610.95,Manager,Not Creditworthy
52,Female,143372.68,Accountant,29,157329.52,84,17,Average,0,159.96,105339.63,13110.79,41.08,Car,Single,High School,1,20,617.26,Standard,Low_spent_Small_value_payments,434.61,0,Musician,Not Creditworthy
36,Female,36722.84,Developer,10,57703.92,12,19,Average,4,409.3,29055.46,4808.66,39.19,Medical,Single,High School,1,27,304.89,Bad,High_spent_Small_value_payments,2495.15,822.12,Engineer,Not Creditworthy
25,Male,143741.2,Mechanic,4,50750.16,60,4,Average,0,1073.37,113092.64,2114.59,33.48,Home,Married,Master,1,23,314.42,Bad,High_spent_Medium_value_payments,1882.15,2282.09,Teacher,Not Creditworthy
45,Male,62545.59,Writer,20,50000,24,13,Average,4,1138.71,19441.17,833.33,29.28,Home,Single,Bachelor,1,18,217.26,Standard,Low_spent_Small_value_payments,355.4,2079.06,Architect,Not Creditworthy
24,Female,10000,Teacher,3,130693.81,24,9,Average,6,1514.74,6847.46,10891.15,25.62,Car,Married,Bachelor,1,14,298.42,Standard,Low_spent_Medium_value_payments,954.97,941.54,Manager,Not Creditworthy
41,Female,14962.35,Accountant,16,50000,84,13,Good,8,1945.68,3823.77,2083.33,27.65,Personal,Married,Bachelor,1,26,220.34,_,Low_spent_Small_value_payments,3077.36,1916.31,Mechanic,Not Creditworthy
28,Female,10000,Developer,5,79772.88,36,16,Poor,1,2518.98,6369,6647.74,33.8,Home,Single,High School,1,32,438.86,Standard,Low_spent_Large_value_payments,1755.81,5235,Lawyer,Not Creditworthy
35,Female,19787.4,Doctor,10,50000,36,11,Poor,6,3099.57,12696.74,4166.67,33.12,Personal,Married,High School,0,10,326.7,Standard,!@9#%8,878.19,0,Scientist,Creditworthy
56,Male,30594.51,Musician,32,152695.8,24,11,Good,3,1277.91,3041.7,12724.65,25.28,Car,Divorced,PhD,0,4,1000.23,_,High_spent_Large_value_payments,152.6,8503.68,Writer,Creditworthy
19,Male,34106.78,Mechanic,0,86724.38,84,13,Excellent,0,996.54,22415.89,3613.52,33.75,Car,Single,Master,0,14,259.2,Standard,!@9#%8,847.88,819.52,Media_Manager,Creditworthy
33,Female,88362.46,Musician,9,88833.22,12,16,Excellent,3,325.93,14003.89,7402.77,26.64,Business,Married,High School,0,19,262.87,Bad,Low_spent_Medium_value_payments,1580.91,0,Doctor,Creditworthy
41,Female,16582.83,Musician,17,153457.39,48,19,Good,4,471.81,4109.77,12788.12,38.66,Car,Married,High School,0,9,394.38,Standard,Low_spent_Large_value_payments,1137.41,6536,Lawyer,Creditworthy
43,Male,34766.06,Mechanic,19,150750.79,84,7,Good,3,1374.23,20191.4,4187.52,28.66,Education,Married,Diploma,0,17,29.25,Standard,Low_spent_Small_value_payments,0,0,Media_Manager,Creditworthy
45,Male,134150,Writer,20,50000,12,22,Good,2,1295.2,34953.19,1388.89,33.79,Car,Married,Diploma,1,21,375.73,Standard,Low_spent_Small_value_payments,1517.43,1845.77,Writer,Not Creditworthy
37,Female,54481.56,Unemployed,16,117130.23,36,11,Excellent,7,3793.7,16564.12,3253.62,34.86,Home,Married,PhD,1,11,684.3,Standard,High_spent_Large_value_payments,1001.74,5240.49,Architect,Not Creditworthy
33,Male,96826.96,Lawyer,10,50000,36,18,Average,0,1290.07,34046.22,1388.89,33.42,Business,Single,Bachelor,0,18,374.93,Bad,High_spent_Small_value_payments,0,5168.88,Teacher,Creditworthy
30,Female,16568.42,Entrepreneur,7,50000,24,10,Average,1,478.11,11796.35,4166.67,39.59,Business,Married,Master,1,25,292.63,Standard,High_spent_Small_value_payments,1664.82,1381.3,Writer,Not Creditworthy
48,Male,73031.58,Engineer,26,97078.22,48,19,Average,1,997.98,35305.31,8089.85,23.97,Personal,Single,Bachelor,0,17,634.01,_,High_spent_Small_value_payments,1396.62,7799.4,_______,Creditworthy
35,Male,19328.71,Architect,10,97003.63,60,16,Poor,2,160.03,1696.26,2020.91,30.87,Education,Divorced,Bachelor,0,13,752.43,Standard,Low_spent_Large_value_payments,455.22,7098.23,Accountant,Creditworthy
35,Male,31754.27,Developer,10,160544.94,48,7,Good,4,647.94,10473.09,6689.37,23.75,Medical,Married,Master,0,8,506.36,Good,High_spent_Small_value_payments,697.86,6603.32,Lawyer,Creditworthy
55,Male,28836.92,Media_Manager,30,75854.53,12,23,Good,0,1224.88,12280.8,3160.61,33.02,Medical,Single,Bachelor,0,30,348.5,Standard,Low_spent_Small_value_payments,1328.69,0,Developer,Creditworthy
38,Male,108147.3,Media_Manager,14,51996.12,60,7,Good,4,1113.06,49739.69,866.6,39.57,Home,Married,Diploma,0,18,510.18,_,High_spent_Medium_value_payments,2517,5168.88,Teacher,Creditworthy
34,Male,131313.4,Lawyer,10,113808.61,84,9,Poor,2,352.16,77115.14,4742.03,31.8,Personal,Single,Bachelor,1,10,243.91,Good,Low_spent_Small_value_payments,582.3,0,Journalist,Not Creditworthy
35,Female,174304.04,Accountant,10,102045.14,84,20,Good,1,461.16,61587.35,8503.76,45.7,Business,Single,High School,0,8,896.4,Good,High_spent_Large_value_payments,1023.62,8711.12,Mechanic,Creditworthy
31,Female,14884.46,Manager,9,88392.3,36,16,Excellent,4,1122.86,2595.59,1473.21,26.32,Medical,Married,Diploma,1,19,0,Bad,Low_spent_Small_value_payments,0,5121.43,Architect,Not Creditworthy
39,Male,53530.53,Journalist,16,50000,60,22,Excellent,7,1952.97,8781.76,833.33,33.93,Car,Single,Bachelor,0,23,301.9,Standard,Low_spent_Large_value_payments,1696.82,1240.98,Writer,Creditworthy
41,Female,35518.98,Musician,20,50000,60,25,Excellent,3,1270.18,13019.83,1041.67,27.37,Car,Married,Bachelor,0,18,186.62,_,High_spent_Small_value_payments,282.06,5533.48,Teacher,Creditworthy
41,Female,20474.27,Lawyer,16,136353.64,36,12,Excellent,3,1123.23,12640.28,5681.4,35.27,Business,Single,Bachelor,1,4,285.48,Good,Low_spent_Large_value_payments,1215.09,2806.66,Architect,Not Creditworthy
39,Female,69847.44,Accountant,16,170830.14,60,15,Good,0,3413.05,50156.38,2847.17,25.19,Home,Married,High School,0,6,375.59,Good,Low_spent_Medium_value_payments,1224.88,2578.08,Media_Manager,Creditworthy
40,Male,61946.42,Unemployed,19,89308.57,12,17,Excellent,1,1118.37,4081.8,2480.79,36.18,Personal,Single,Master,0,17,279.07,Bad,High_spent_Small_value_payments,2845.49,3380.5,Teacher,Creditworthy
28,Female,52949.07,Musician,5,55789.22,12,16,Good,2,1590.87,19244.09,2324.55,39.97,Personal,Divorced,Master,1,8,326.24,Good,!@9#%8,352.16,0,Lawyer,Not Creditworthy
39,Male,10000,Accountant,13,146383.89,60,21,Excellent,2,457.13,4904.5,3049.66,28.7,Personal,Married,Master,1,3,713.71,_,High_spent_Medium_value_payments,244.07,5845.05,Musician,Not Creditworthy
65,Male,53098.47,Manager,40,50000,48,22,Average,8,3403.23,29718.9,4166.67,24.06,Business,Single,Bachelor,1,5,286.59,Good,!@9#%8,343.84,0,Mechanic,Not Creditworthy
40,Other,79367.94,Lawyer,19,90506.44,24,20,Excellent,0,1137.41,54771.38,2514.07,34.18,Home,Single,Bachelor,0,32,358.2,Standard,Low_spent_Medium_value_payments,1755.81,0,_______,Creditworthy
18,Female,61719.9,Accountant,0,126296.19,24,11,Good,8,3643.78,13977.06,10524.68,26.8,Car,Single,Master,1,5,464.57,_,High_spent_Medium_value_payments,975.52,0,Mechanic,Not Creditworthy
34,Female,27156.59,Scientist,9,180902.66,36,22,Good,3,787.21,14859.54,7537.61,24.23,Business,Single,Master,0,20,654.76,Standard,High_spent_Small_value_payments,362.71,5149.66,Writer,Creditworthy
52,Male,11855.82,Mechanic,26,50000,12,9,Good,1,735.37,4927.85,1041.67,35.49,Home,Single,Bachelor,1,8,335.53,_,Low_spent_Medium_value_payments,86.43,2371.5,Manager,Not Creditworthy
25,Female,50552.34,Unemployed,3,173097.54,12,17,Excellent,1,829.97,32357.99,2884.96,37.45,Car,Married,Bachelor,1,15,305.79,_,Low_spent_Large_value_payments,486.05,1013.6,Media_Manager,Not Creditworthy
51,Female,128390.84,Doctor,30,144271.37,12,10,Excellent,3,531.62,31112.93,3005.65,38.14,Education,Married,Master,1,15,338.2,Standard,Low_spent_Small_value_payments,221.86,2476.01,Developer,Not Creditworthy
